$GPGGA,150048.247,4803.925859,N,00048.413699,W,1,04,2.8,103.49,M,,,,,0000*00
$GPGGA,185417.252,4804.657019,N,00047.514539,W,1,04,3.5,88.27,M,,,,,0000*35
$GPGGA,201226.669,4804.314240,N,00046.317480,W,1,04,2.8,47.88,M,,,,,0000*33
$GPGGA,233310.731,4804.656727,N,00047.507355,W,1,04,3.4,88.27,M,,,,,0000*3F
$GPGGA,081113.446,4804.656727,N,00047.507355,W,1,04,3.2,88.27,M,,,,,0000*30
$GPGGA,111728.995,4803.942780,N,00048.415680,W,1,04,3.2,103.49,M,,,,,0000*0F
$GPGGA,150042.102,4803.925859,N,00048.413699,W,1,04,3.3,103.49,M,,,,,0000*02
$GPGGA,180822.985,4804.685039,N,00048.046199,W,1,04,3.3,98.74,M,,,,,0000*34
$GPGGA,200059.395,4804.657019,N,00047.514539,W,1,04,3.4,88.27,M,,,,,0000*3E
$GPGGA,231504.693,4804.656727,N,00047.507355,W,1,04,2.9,88.27,M,,,,,0000*3B
$GPGGA,080845.740,4804.656727,N,00047.507355,W,1,04,3.8,88.27,M,,,,,0000*34
$GPGGA,112623.254,4803.936659,N,00048.399899,W,1,04,3.6,103.49,M,,,,,0000*07
$GPGGA,152635.578,4803.935279,N,00048.409379,W,1,04,2.8,103.49,M,,,,,0000*0C
$GPGGA,180757.200,4803.850620,N,00046.794119,W,1,04,3.4,77.82,M,,,,,0000*31
$GPGGA,200737.253,4804.658099,N,00047.504220,W,1,04,3.1,88.27,M,,,,,0000*36
$GPGGA,233125.204,4804.656727,N,00047.507355,W,1,04,3.5,88.27,M,,,,,0000*39
$GPGGA,081300.711,4804.658099,N,00047.504220,W,1,04,3,88.27,M,,,,,0000*21
$GPGGA,113142.293,4804.656727,N,00047.507355,W,1,04,3.4,88.27,M,,,,,0000*36
$GPGGA,163936.960,4804.657019,N,00047.514539,W,1,04,2.8,88.27,M,,,,,0000*35
$GPGGA,210933.966,4804.303859,N,00046.366379,W,1,04,3.8,50.01,M,,,,,0000*39
$GPGGA,234110.596,4804.303859,N,00046.366379,W,1,04,3.4,50.01,M,,,,,0000*39
$GPGGA,090640.522,4804.657019,N,00047.514539,W,1,04,3.6,88.27,M,,,,,0000*33
$GPGGA,153435.881,4804.658099,N,00047.504220,W,1,04,2.8,88.27,M,,,,,0000*3F
$GPGGA,231819.405,4804.656727,N,00047.507355,W,1,04,2.8,88.27,M,,,,,0000*36
$GPGGA,080408.71,4804.656727,N,00047.507355,W,1,04,2.8,88.27,M,,,,,0000*05
$GPGGA,113549.239,4803.942780,N,00048.415680,W,1,04,3.1,103.49,M,,,,,0000*06
$GPGGA,153655.152,4803.940679,N,00048.409680,W,1,04,3.5,103.49,M,,,,,0000*0E
$GPGGA,183538.328,4804.685039,N,00048.046199,W,1,04,2.8,98.74,M,,,,,0000*36
$GPGGA,201111.726,4804.657019,N,00047.514539,W,1,04,3.6,88.27,M,,,,,0000*3C
$GPGGA,232548.699,4804.656727,N,00047.507355,W,1,04,3.5,88.27,M,,,,,0000*37
$GPGGA,080100.237,4804.656727,N,00047.507355,W,1,04,3.7,88.27,M,,,,,0000*36
$GPGGA,113316.122,4803.935279,N,00048.409379,W,1,04,3.2,103.49,M,,,,,0000*0D
$GPGGA,150042.472,4803.925859,N,00048.413699,W,1,04,3.6,103.49,M,,,,,0000*05
$GPGGA,185044.740,4804.303859,N,00046.366379,W,1,04,3.1,50.01,M,,,,,0000*3C
$GPGGA,200056.613,4804.657019,N,00047.514539,W,1,04,3.3,88.27,M,,,,,0000*3D
$GPGGA,233447.277,4804.656727,N,00047.507355,W,1,04,2.8,88.27,M,,,,,0000*30
$GPGGA,080639.286,4804.656727,N,00047.507355,W,1,04,3.4,88.27,M,,,,,0000*32
$GPGGA,113621.77,4803.936659,N,00048.399899,W,1,04,3.3,103.49,M,,,,,0000*32
$GPGGA,150501.759,4803.925859,N,00048.413699,W,1,04,2.8,103.49,M,,,,,0000*02
$GPGGA,183927.576,4804.657019,N,00047.514539,W,1,04,3.6,88.27,M,,,,,0000*3F
$GPGGA,202921.568,4804.314240,N,00046.317480,W,1,04,3.7,47.88,M,,,,,0000*30
$GPGGA,235632.504,4804.656727,N,00047.507355,W,1,04,3.5,88.27,M,,,,,0000*39
$GPGGA,081324.492,4804.656727,N,00047.507355,W,1,04,3.6,88.27,M,,,,,0000*3B
$GPGGA,111414.681,4803.942780,N,00048.415680,W,1,04,3.7,103.49,M,,,,,0000*0C
$GPGGA,152559.768,4803.925859,N,00048.413699,W,1,04,2.9,103.49,M,,,,,0000*0E
$GPGGA,183817.18,4804.685039,N,00048.046199,W,1,04,3.6,98.74,M,,,,,0000*09
$GPGGA,200905.188,4804.657019,N,00047.514539,W,1,04,3.8,88.27,M,,,,,0000*3C
$GPGGA,232903.997,4804.656727,N,00047.507355,W,1,04,3,88.27,M,,,,,0000*2E
$GPGGA,080106.81,4804.656727,N,00047.507355,W,1,04,3.4,88.27,M,,,,,0000*0C
$GPGGA,111543.80,4803.936659,N,00048.399899,W,1,04,3.3,103.49,M,,,,,0000*3F
$GPGGA,154057.260,4803.935279,N,00048.409379,W,1,04,3.7,103.49,M,,,,,0000*08
$GPGGA,184416.666,4803.833939,N,00046.800240,W,1,04,3,76.44,M,,,,,0000*29
$GPGGA,200259.261,4804.658099,N,00047.504220,W,1,04,3.8,88.27,M,,,,,0000*33
$GPGGA,235624.597,4804.656727,N,00047.507355,W,1,04,3.4,88.27,M,,,,,0000*35
$GPGGA,080118.811,4804.658099,N,00047.504220,W,1,04,3.7,88.27,M,,,,,0000*3D
$GPGGA,112625.820,4804.656727,N,00047.507355,W,1,04,2.9,88.27,M,,,,,0000*3F
$GPGGA,153256.203,4804.657019,N,00047.514539,W,1,04,3.1,88.27,M,,,,,0000*3D
$GPGGA,200858.818,4804.401179,N,00047.945580,W,1,04,3.4,97.69,M,,,,,0000*31
$GPGGA,230847.171,4804.401179,N,00047.945580,W,1,04,3.3,97.69,M,,,,,0000*3D
$GPGGA,090253.598,4804.657019,N,00047.514539,W,1,04,3.4,88.27,M,,,,,0000*36
$GPGGA,155008.890,4804.658099,N,00047.504220,W,1,04,3.1,88.27,M,,,,,0000*3B
$GPGGA,231200.67,4804.656727,N,00047.507355,W,1,04,3.1,88.27,M,,,,,0000*0C
$GPGGA,080832.717,4804.656727,N,00047.507355,W,1,04,2.8,88.27,M,,,,,0000*37
$GPGGA,112958.750,4803.942780,N,00048.415680,W,1,04,3.4,103.49,M,,,,,0000*04
$GPGGA,153314.267,4803.925859,N,00048.413699,W,1,04,2.8,103.49,M,,,,,0000*0B
$GPGGA,160836.773,4803.852539,N,00047.004239,W,1,04,3.2,87.69,M,,,,,0000*3D
$GPGGA,234250.546,4804.656727,N,00047.507355,W,1,04,3.1,88.27,M,,,,,0000*3A
$GPGGA,081119.564,4804.656727,N,00047.507355,W,1,04,3,88.27,M,,,,,0000*27
$GPGGA,111709.619,4804.656727,N,00047.507355,W,1,04,3.6,88.27,M,,,,,0000*39
$GPGGA,150124.497,4804.658099,N,00047.504220,W,1,04,3.2,88.27,M,,,,,0000*39
$GPGGA,180714.317,4804.656727,N,00047.507355,W,1,04,3.1,88.27,M,,,,,0000*31
$GPGGA,201733.524,4804.656727,N,00047.507355,W,1,04,3.1,88.27,M,,,,,0000*38
$GPGGA,232557.935,4804.656727,N,00047.507355,W,1,04,3.3,88.27,M,,,,,0000*36
$GPGGA,080148.462,4804.656727,N,00047.507355,W,1,04,3.8,88.27,M,,,,,0000*33
$GPGGA,112428.618,4804.656727,N,00047.507355,W,1,04,3.2,88.27,M,,,,,0000*3F
$GPGGA,150411.130,4804.658099,N,00047.504220,W,1,04,3.1,88.27,M,,,,,0000*31
$GPGGA,183541.929,4804.656727,N,00047.507355,W,1,04,3.2,88.27,M,,,,,0000*34
$GPGGA,201936.972,4804.656727,N,00047.507355,W,1,04,3.1,88.27,M,,,,,0000*3C
$GPGGA,235401.958,4804.656727,N,00047.507355,W,1,04,3.1,88.27,M,,,,,0000*3A
$GPGGA,081358.230,4804.656727,N,00047.507355,W,1,04,3.8,88.27,M,,,,,0000*30
$GPGGA,112559.720,4803.940679,N,00048.409680,W,1,04,2.8,103.49,M,,,,,0000*1B
$GPGGA,154934.726,4803.925859,N,00048.413699,W,1,04,3,103.49,M,,,,,0000*13
$GPGGA,181515.992,4804.657019,N,00047.514539,W,1,04,2.9,88.27,M,,,,,0000*38
$GPGGA,201613.713,4804.656727,N,00047.507355,W,1,04,2.9,88.27,M,,,,,0000*34
$GPGGA,233719.265,4804.656727,N,00047.507355,W,1,04,3.2,88.27,M,,,,,0000*30
$GPGGA,080356.146,4804.656727,N,00047.507355,W,1,04,3.2,88.27,M,,,,,0000*37
$GPGGA,113322.608,4803.936659,N,00048.399899,W,1,04,3.6,103.49,M,,,,,0000*0F
$GPGGA,150203.406,4803.942780,N,00048.415680,W,1,04,3.7,103.49,M,,,,,0000*04
$GPGGA,185809.980,4804.657019,N,00047.514539,W,1,04,3,88.27,M,,,,,0000*29
$GPGGA,202425.874,4804.656727,N,00047.507355,W,1,04,3.4,88.27,M,,,,,0000*32
$GPGGA,230240.207,4804.656727,N,00047.507355,W,1,04,3.6,88.27,M,,,,,0000*3A
$GPGGA,081235.925,4804.656727,N,00047.507355,W,1,04,2.9,88.27,M,,,,,0000*35
$GPGGA,112933.58,4804.657019,N,00047.514539,W,1,04,3.7,88.27,M,,,,,0000*0A
$GPGGA,152552.171,4804.656727,N,00047.507355,W,1,04,3.8,88.27,M,,,,,0000*35
$GPGGA,200217.455,4804.303859,N,00046.366379,W,1,04,2.8,50.01,M,,,,,0000*39
$GPGGA,234457.944,4804.303859,N,00046.366379,W,1,04,3.4,50.01,M,,,,,0000*3C
$GPGGA,090150.144,4804.656727,N,00047.507355,W,1,04,3.2,88.27,M,,,,,0000*30
$GPGGA,154534.59,4804.658099,N,00047.504220,W,1,04,3.1,88.27,M,,,,,0000*0D
$GPGGA,232910.186,4804.656727,N,00047.507355,W,1,04,2.8,88.27,M,,,,,0000*33
$GPGGA,080319.361,4804.656727,N,00047.507355,W,1,04,3.4,88.27,M,,,,,0000*3D
$GPGGA,112209.504,4803.942780,N,00048.415680,W,1,04,3.6,103.49,M,,,,,0000*0A
$GPGGA,152849.718,4803.940679,N,00048.409680,W,1,04,2.8,103.49,M,,,,,0000*08
$GPGGA,180416.982,4804.685039,N,00048.046199,W,1,04,3.5,98.74,M,,,,,0000*3E
$GPGGA,201344.993,4804.657019,N,00047.514539,W,1,04,2.9,88.27,M,,,,,0000*30
$GPGGA,235424.752,4804.656727,N,00047.507355,W,1,04,2.8,88.27,M,,,,,0000*31
